Group,Extract,Maintain,Context,Retain,Engage,Enjoy,Video
Student,5,4,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,4,2,4,4,3,2,NC
Student,3,3,4,3,4,3,NC
Student,5,4,3,3,1,1,NC
Student,4,3,4,4,4,4,NC
Student,4,1,3,4,2,1,NC
Student,4,2,4,3,4,3,NC
Student,3,1,3,3,1,1,NC
Student,4,2,4,4,4,4,NC
Student,5,5,5,5,5,5,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,3,3,3,NC
Student,4,4,4,4,3,3,NC
Student,3,3,3,3,3,3,NC
Student,3,3,3,3,3,3,NC
Student,5,3,4,4,3,3,NC
Student,4,4,4,4,4,4,NC
Student,5,5,5,5,5,5,NC
Student,3,2,2,2,2,2,NC
Student,2,1,3,1,1,3,NC
Student,4,2,3,3,3,3,NC
Student,2,1,2,2,2,3,NC
Student,2,3,4,3,3,3,NC
Student,3,4,4,3,4,3,NC
Student,5,4,4,5,5,4,NC
Student,3,3,4,3,3,3,NC
Student,4,4,4,5,5,4,NC
Student,2,1,2,2,2,1,NC
Student,2,2,2,2,2,2,NC
Student,5,5,5,5,5,5,NC
Student,5,4,4,3,3,4,NC
Student,4,2,3,3,3,3,NC
Student,3,3,3,4,2,2,NC
Student,4,3,4,4,4,4,NC
Student,2,4,2,4,2,4,NC
Student,4,4,4,4,4,3,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,3,3,4,NC
Student,4,4,4,4,4,4,NC
Student,.,.,.,.,.,.,NC
Student,3,4,4,3,4,4,NC
Student,5,5,5,5,5,5,NC
Student,5,5,5,4,5,4,NC
Student,4,3,3,3,3,5,NC
Student,2,2,2,2,2,2,NC
Student,3,2,2,3,4,3,NC
Student,4,2,3,2,2,4,NC
Student,3,3,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,4,3,4,4,5,4,NC
Student,3,1,2,3,2,2,NC
Student,5,3,4,4,3,3,NC
Student,4,4,4,3,4,5,NC
Student,4,4,4,4,3,4,NC
Student,4,4,4,4,4,4,NC
Student,3,2,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,3,2,3,3,3,3,NC
Student,3,2,2,3,2,2,NC
Student,3,2,3,3,3,3,NC
Student,3,2,2,3,1,3,NC
Student,4,3,5,5,5,3,NC
Student,5,5,5,5,5,5,NC
Student,4,5,5,5,5,5,NC
Student,5,5,5,5,5,5,NC
Student,5,5,5,5,5,5,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,4,3,3,NC
Student,5,5,5,5,3,3,NC
Student,4,4,4,4,4,4,NC
Student,5,4,5,5,3,3,NC
Student,4,3,3,2,2,3,NC
Student,5,2,3,4,4,3,NC
Student,3,3,3,3,3,3,NC
Student,3,1,3,3,2,1,NC
Student,4,4,4,4,4,4,NC
Student,1,1,2,2,3,3,NC
Student,4,4,4,4,4,4,NC
Student,3,3,2,3,4,4,NC
Student,3,3,3,3,3,3,NC
Student,2,2,3,3,2,3,NC
Student,4,4,3,3,3,4,NC
Student,5,4,4,4,4,4,NC
Student,3,3,3,3,3,3,NC
Student,2,1,2,2,2,2,NC
Student,4,4,4,4,4,4,NC
Student,4,3,4,4,3,3,NC
Student,4,4,4,4,4,4,NC
Student,5,2,3,3,3,4,NC
Student,2,1,2,2,2,2,NC
Student,4,3,3,3,2,2,NC
Student,4,3,4,3,3,4,NC
Student,3,2,3,3,2,3,NC
Student,3,3,3,3,3,3,NC
Student,1,1,1,1,1,1,NC
Student,3,3,3,3,2,3,NC
Student,5,3,4,4,5,5,NC
Student,4,3,4,4,3,3,NC
Student,4,4,3,2,3,3,NC
Student,4,4,3,3,2,3,NC
Student,3,3,3,2,2,2,NC
Student,3,3,3,2,3,2,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,3,2,3,NC
Student,4,4,4,3,3,4,NC
Student,5,5,5,5,5,5,NC
Student,1,1,1,1,1,1,NC
Student,3,3,3,3,3,3,NC
Student,4,4,4,5,4,4,NC
Student,3,2,3,2,2,2,NC
Student,3,3,3,3,3,3,NC
Student,5,5,5,5,5,5,NC
Student,2,1,2,1,2,2,NC
Student,2,3,2,2,1,1,NC
Student,1,1,2,1,1,2,NC
Student,.,.,.,.,.,.,NC
Student,1,1,1,1,1,1,NC
Student,2,3,3,3,2,2,NC
Student,4,4,3,3,3,3,NC
Student,3,4,4,4,4,4,NC
Student,4,3,3,3,2,3,NC
Student,4,5,4,4,5,5,NC
Student,3,4,4,3,4,5,NC
Student,4,4,4,4,4,4,NC
Student,2,2,3,3,4,5,NC
Student,3,2,2,2,5,5,NC
Student,4,2,4,4,4,3,NC
Student,5,4,4,4,5,5,NC
Student,.,.,.,.,.,.,NC
Student,4,3,3,3,3,3,NC
Student,4,4,3,3,3,4,NC
Student,.,.,.,.,.,.,NC
Student,2,2,2,2,2,2,NC
Student,3,4,4,3,3,3,NC
Student,3,4,4,3,3,4,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,2,3,2,NC
Student,3,3,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,.,.,.,.,.,.,NC
Student,3,3,3,3,3,3,NC
Student,.,.,.,.,.,.,NC
Student,3,4,4,3,4,4,NC
Student,4,4,4,4,4,4,NC
Student,3,3,3,3,3,3,NC
Student,2,2,3,3,2,2,NC
Student,.,.,.,.,.,.,NC
Student,.,.,.,.,.,.,NC
Student,1,1,1,1,1,1,NC
Student,4,4,4,4,3,3,NC
Student,1,1,1,1,1,4,NC
Student,4,3,4,4,3,3,NC
Student,2,1,2,1,1,1,NC
Student,5,5,5,5,5,5,NC
Student,3,3,4,3,4,3,NC
Student,2,3,4,3,3,5,NC
Student,.,.,.,.,.,.,NC
Student,.,.,.,.,.,.,NC
Student,5,5,5,5,5,4,NC
Student,4,4,4,4,3,3,NC
Student,2,2,2,2,2,2,NC
Student,1,1,2,1,1,1,NC
Student,3,3,4,4,3,3,NC
Student,2,1,2,3,2,2,NC
Student,3,1,3,2,3,3,NC
Student,.,.,.,.,.,.,NC
Student,5,4,4,3,4,3,NC
Student,4,1,4,3,1,1,NC
Student,5,4,3,3,1,3,NC
Student,5,2,5,5,3,3,NC
Student,4,4,5,5,4,4,NC
Student,5,5,4,4,5,5,NC
Student,4,2,2,3,2,3,NC
Student,4,4,3,4,4,4,NC
Student,.,.,.,.,.,.,NC
Student,3,4,3,4,3,3,NC
Student,4,4,3,4,4,4,NC
Student,.,.,.,.,.,.,NC
Student,4,2,2,1,2,1,NC
Student,4,3,3,3,4,4,NC
Student,4,3,4,4,3,3,NC
Student,5,5,5,5,5,5,NC
Student,4,5,5,4,5,5,NC
Student,4,3,4,4,3,3,NC
Student,5,5,5,4,5,5,NC
Student,4,3,4,4,4,2,NC
Student,5,4,5,5,5,5,NC
Student,5,5,5,5,5,5,NC
Student,4,3,4,3,3,3,NC
Student,3,3,4,4,3,3,NC
Student,4,3,5,4,3,2,NC
Student,2,3,3,3,3,3,NC
Student,5,4,4,5,4,4,NC
Student,4,3,4,4,3,4,NC
Student,5,5,5,5,5,5,NC
Student,4,3,4,3,4,4,NC
Faculty,3,3,3,3,3,3,WB
Faculty,3,2,3,2,3,3,WB
Faculty,3,2,3,3,3,2,WB
Faculty,3,3,4,3,3,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,.,4,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,4,5,4,4,5,5,WB
Faculty,.,.,.,.,.,.,WB
Faculty,2,2,2,3,2,2,WB
Faculty,3,2,3,3,2,3,WB
Faculty,3,3,3,3,3,2,WB
Faculty,3,3,3,3,3,3,WB
Faculty,5,5,5,5,5,5,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,5,3,3,4,4,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,3,3,4,2,3,WB
Faculty,3,3,4,4,4,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,2,2,3,3,3,WB
Faculty,5,5,5,5,5,5,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,2,2,3,3,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,4,4,4,4,4,4,WB
Faculty,4,3,4,4,3,3,WB
Faculty,3,2,3,3,3,3,WB
Faculty,4,4,3,3,3,3,WB
Faculty,4,4,2,4,3,4,WB
Faculty,3,4,4,4,4,4,WB
Faculty,4,4,4,4,4,4,WB
Faculty,.,.,.,.,.,.,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,3,3,3,3,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,2,3,3,2,1,WB
Faculty,4,4,4,4,3,3,WB
Faculty,3,4,3,3,4,4,WB
Faculty,5,5,5,5,5,5,WB
Faculty,.,.,.,.,.,.,WB
Faculty,4,4,4,4,4,4,WB
Faculty,3,2,3,3,2,3,WB
Faculty,3,4,3,3,4,4,WB
Faculty,3,4,3,3,4,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,4,4,3,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,2,2,2,2,1,2,WB
Faculty,3,3,3,3,3,3,WB
Faculty,5,5,5,5,5,5,WB
Faculty,3,3,3,3,3,3,WB
Faculty,3,3,4,4,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,4,3,4,4,4,4,WB
Faculty,4,4,4,5,4,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,2,1,3,3,2,3,WB
Faculty,3,3,3,3,3,4,WB
Faculty,.,.,.,.,.,.,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,3,3,3,3,3,WB
Faculty,3,3,4,4,3,3,WB
Faculty,4,4,4,4,5,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,5,5,5,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,.,.,.,.,.,.,WB
Faculty,5,5,5,5,5,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,5,5,4,4,5,WB
Faculty,3,4,3,3,2,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,2,2,2,3,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,3,4,3,3,4,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,3,3,3,3,3,3,WB
Faculty,5,5,5,5,5,5,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,4,4,4,4,4,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,4,4,4,4,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,5,5,2,4,2,WB
Faculty,2,2,2,1,1,1,WB
Faculty,.,.,.,.,.,.,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,3,3,3,3,3,WB
Faculty,4,4,3,3,4,3,WB
Faculty,1,1,2,2,1,3,WB
Faculty,.,.,.,.,.,.,WB
Faculty,.,.,.,.,.,.,WB
Faculty,3,3,3,3,3,3,WB
Faculty,2,3,3,3,3,3,WB
Faculty,3,3,2,3,3,3,WB
Student,4,3,4,3,3,3,WB
Student,.,.,.,.,.,.,WB
Student,4,3,4,3,3,3,WB
Student,1,1,2,2,2,2,WB
Student,.,.,.,.,.,.,WB
Student,.,.,.,.,.,.,WB
Student,4,5,4,5,5,5,WB
Student,2,2,2,2,1,1,WB
Student,5,4,3,5,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,3,3,3,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,3,3,4,3,3,3,WB
Student,2,3,3,3,4,4,WB
Student,4,4,4,4,4,4,WB
Student,4,4,5,5,4,5,WB
Student,4,4,4,3,3,4,WB
Student,4,3,3,3,3,3,WB
Student,4,2,4,4,4,4,WB
Student,5,4,4,4,3,4,WB
Student,3,1,3,3,1,1,WB
Student,4,1,4,3,3,3,WB
Student,5,4,3,4,5,5,WB
Student,2,3,2,3,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,5,5,5,5,5,5,WB
Student,4,4,4,4,4,4,WB
Student,5,4,5,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,5,4,4,4,4,WB
Student,4,4,4,4,4,4,WB
Student,3,2,3,3,3,3,WB
Student,5,5,5,5,5,5,WB
Student,3,3,3,3,3,3,WB
Student,5,4,5,5,5,4,WB
Student,3,2,3,2,2,2,WB
Student,3,2,4,4,1,3,WB
Student,3,2,3,3,3,3,WB
Student,1,1,1,1,1,1,WB
Student,4,5,4,5,4,5,WB
Student,4,4,4,4,2,3,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,.,.,.,.,.,.,WB
Student,4,3,3,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,3,1,3,3,1,3,WB
Student,4,3,3,4,4,4,WB
Student,5,4,3,4,3,4,WB
Student,3,2,3,2,2,3,WB
Student,3,3,3,3,3,3,WB
Student,3,2,3,3,3,3,WB
Student,2,2,2,2,2,2,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,1,2,2,2,2,3,WB
Student,3,3,3,3,4,3,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,.,5,4,WB
Student,4,4,4,4,4,4,WB
Student,2,3,3,2,3,3,WB
Student,4,3,4,3,4,3,WB
Student,2,2,2,2,2,3,WB
Student,4,5,5,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,3,4,4,3,WB
Student,4,4,4,4,4,3,WB
Student,2,2,3,2,2,3,WB
Student,3,3,3,4,3,3,WB
Student,5,5,5,4,3,3,WB
Student,3,1,3,3,4,4,WB
Student,3,3,4,3,3,3,WB
Student,4,4,5,5,4,4,WB
Student,.,.,.,.,.,.,WB
Student,2,2,3,3,4,3,WB
Student,4,3,3,3,2,1,WB
Student,3,3,3,2,3,3,WB
Student,3,1,1,1,1,1,WB
Student,4,4,4,4,4,4,WB
Student,4,4,3,4,4,4,WB
Student,4,4,4,4,4,4,WB
Student,3,4,5,5,3,3,WB
Student,.,.,.,.,.,.,WB
Student,4,4,4,4,4,4,WB
Student,2,2,2,3,2,2,WB
Student,3,3,3,3,3,3,WB
Student,4,3,5,4,3,4,WB
Student,3,3,3,3,3,3,WB
Student,3,2,3,4,3,3,WB
Student,3,4,3,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,2,3,WB
Student,5,5,5,5,5,5,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,4,2,3,WB
Student,2,1,2,2,1,1,WB
Student,3,4,4,4,3,3,WB
Student,3,3,4,4,3,3,WB
Student,2,2,2,2,2,3,WB
Student,4,4,4,4,5,4,WB
Student,4,4,4,4,4,4,WB
Student,5,4,4,3,5,4,WB
Student,3,2,3,4,5,5,WB
Student,3,3,3,3,3,3,WB
Student,4,4,3,3,3,4,WB
Student,4,3,3,3,3,4,WB
Student,1,2,2,2,3,3,WB
Student,3,2,2,2,2,3,WB
Student,4,3,4,5,3,3,WB
Student,3,2,3,2,2,2,WB
Student,3,3,3,3,3,3,WB
Student,5,4,4,4,4,3,WB
Student,3,3,3,3,3,3,WB
Student,2,3,2,2,2,2,WB
Student,4,5,4,5,5,4,WB
Student,3,2,3,2,2,2,WB
Student,4,3,3,3,3,3,WB
Student,.,3,4,3,4,4,WB
Student,4,4,4,3,4,3,WB
Student,4,4,4,4,4,4,WB
Student,4,4,4,4,4,4,WB
Student,2,1,2,1,1,1,WB
Student,3,3,3,3,2,2,WB
Student,4,3,4,4,3,3,WB
Student,3,3,3,3,3,3,WB
Student,5,4,4,4,4,4,WB
Student,.,.,.,.,.,.,WB
Student,4,5,5,4,5,5,WB
Student,3,3,4,3,4,3,WB
Student,4,4,4,3,2,1,WB
Student,4,3,4,4,4,4,WB
Student,2,1,4,4,4,1,WB
Student,4,2,4,3,4,3,WB
Student,3,1,3,3,3,1,WB
Student,5,5,5,5,5,4,WB
Student,5,4,4,4,5,4,WB
Student,4,3,4,4,4,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,2,3,2,2,WB
Student,2,3,2,2,2,2,WB
Student,3,2,2,2,3,2,WB
Student,4,4,4,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,5,5,5,5,5,5,WB
Student,1,2,3,2,2,1,WB
Student,2,1,2,1,1,3,WB
Student,3,3,4,3,3,4,WB
Student,3,1,2,2,1,2,WB
Student,2,1,2,2,1,1,WB
Student,4,3,5,4,4,3,WB
Student,4,5,4,4,5,5,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,5,5,4,WB
Student,2,2,2,2,1,1,WB
Student,3,3,3,3,3,3,WB
Student,3,3,4,4,4,4,WB
Student,5,5,5,4,4,5,WB
Student,4,3,4,3,3,4,WB
Student,1,1,2,2,2,1,WB
Student,3,2,3,3,3,2,WB
Student,4,2,3,3,4,2,WB
Student,4,4,4,4,4,3,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,.,.,.,.,.,.,WB
Student,5,5,5,5,5,5,WB
Student,.,5,5,4,5,5,WB
Student,5,3,4,3,2,3,WB
Student,5,5,5,5,5,5,WB
Student,1,2,3,4,.,5,WB
Student,5,5,5,5,5,5,WB
Student,3,4,3,3,3,4,WB
Student,3,3,3,3,3,3,WB
Student,.,.,.,.,.,.,WB
Student,4,3,4,3,2,4,WB
Student,3,2,3,3,2,2,WB
Student,3,4,4,4,3,3,WB
Student,3,3,3,2,3,3,WB
Student,5,5,5,5,5,5,WB
Student,3,3,3,3,2,3,WB
Student,3,3,3,3,3,3,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,5,4,5,5,5,5,WB
Student,3,3,2,2,3,3,WB
Student,3,3,3,3,3,3,WB
Student,5,5,4,4,4,3,WB
Student,4,5,4,4,3,3,WB
Student,5,5,4,4,.,4,WB
Student,3,3,3,3,3,3,WB
Student,5,5,5,5,5,5,WB
Student,3,3,3,3,2,4,WB
Student,5,5,5,5,3,3,WB
Student,4,4,5,5,5,4,WB
Student,5,3,4,5,2,3,WB
Student,3,2,3,3,2,3,WB
Student,3,2,3,3,3,3,WB
Student,4,5,4,4,4,3,WB
Student,3,1,3,3,2,1,WB
Student,4,5,5,5,4,4,WB
Student,2,1,2,1,1,2,WB
Student,3,4,3,2,5,4,WB
Student,2,2,.,4,2,4,WB
Student,3,3,4,3,3,3,WB
Student,2,2,3,3,1,3,WB
Student,3,2,2,3,2,3,WB
Student,4,3,3,3,4,4,WB
Student,4,3,4,4,3,3,WB
Student,4,4,5,4,5,4,WB
Student,5,5,5,4,4,4,WB
Student,4,4,4,4,3,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,2,1,2,2,2,2,WB
Student,4,3,3,3,2,2,WB
Student,3,3,3,3,3,3,WB
Student,3,2,3,3,2,3,WB
Student,4,4,5,4,5,4,WB
Student,3,1,2,1,1,2,WB
Student,3,2,3,3,2,3,WB
Student,5,5,5,5,5,5,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,2,3,3,WB
Student,4,4,4,4,4,3,WB
Student,3,3,3,3,2,3,WB
Student,5,4,3,3,2,1,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,5,5,5,5,4,5,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,3,4,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,2,2,2,WB
Student,3,3,3,3,3,3,WB
Student,5,5,5,5,5,5,WB
Student,2,1,2,2,1,2,WB
Student,1,1,3,2,2,2,WB
Student,2,1,3,1,1,1,WB
Student,.,.,.,.,.,.,WB
Student,1,1,1,1,1,1,WB
Student,2,2,3,3,4,2,WB
Student,5,5,4,4,5,5,WB
Student,5,4,4,4,4,4,WB
Student,3,3,4,3,3,3,WB
Student,5,4,5,4,5,.,WB
Student,3,3,4,4,5,5,WB
Student,3,4,3,3,3,3,WB
Student,4,4,4,3,3,4,WB
Student,5,5,5,5,3,3,WB
Student,4,2,3,3,3,3,WB
Student,5,4,5,5,5,4,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,4,2,3,4,3,3,WB
Student,.,.,.,.,.,.,WB
Student,2,2,2,2,2,2,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,2,2,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,.,.,.,.,.,.,WB
Student,.,.,.,.,.,.,WB
Student,3,3,4,3,3,3,WB
Student,2,2,3,3,1,2,WB
Student,4,5,4,3,3,4,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,2,2,3,3,2,2,WB
Student,.,.,.,.,.,.,WB
Student,.,.,.,.,.,.,WB
Student,1,1,1,1,1,1,WB
Student,3,3,3,3,2,3,WB
Student,3,2,2,2,2,2,WB
Student,3,4,4,4,3,3,WB
Student,3,2,2,2,1,1,WB
Student,3,4,4,4,4,4,WB
Student,4,3,4,4,3,4,WB
Student,1,1,1,1,1,1,WB
Student,.,.,.,.,.,.,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,3,3,WB
Student,4,3,2,4,3,.,WB
Student,4,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,2,2,1,1,2,2,WB
Student,3,2,2,2,3,3,WB
Student,.,.,.,.,.,.,WB
Student,3,3,3,3,4,4,WB
Student,5,5,5,4,3,3,WB
Student,5,5,3,3,3,3,WB
Student,3,4,4,3,3,3,WB
Student,4,4,5,5,3,5,WB
Student,5,5,5,4,5,5,WB
Student,5,4,4,5,3,3,WB
Student,4,5,4,3,5,4,WB
Student,3,3,3,3,3,3,WB
Student,3,4,3,4,3,3,WB
Student,3,4,3,3,3,3,WB
Student,.,.,.,.,.,.,WB
Student,5,4,4,3,3,4,WB
Student,3,3,3,2,3,3,WB
Student,3,2,3,3,2,3,WB
Student,5,5,5,5,5,5,WB
Student,3,3,3,3,3,4,WB
Student,3,3,3,3,3,3,WB
Student,4,4,4,4,4,4,WB
Student,4,4,4,4,4,3,WB
Student,4,4,4,4,3,3,WB
Student,3,5,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,3,3,3,3,3,3,WB
Student,4,3,4,4,4,2,WB
Student,3,4,4,3,4,4,WB
Student,5,4,4,4,4,5,WB
Student,4,4,4,4,4,4,WB
Student,3,3,3,3,3,3,WB
Student,4,5,4,5,5,3,WB
